eo_number,title,date,president,url,status
5676,"Executive Order 5676—Modification of Reservoir-Site Reserve No. 1, Wenatchee Lake Reservoir, Washington",1931-08-07,Herbert Hoover,https://www.presidency.ucsb.edu/documents/executive-order-5676-modification-reservoir-site-reserve-no-1-wenatchee-lake-reservoir,ok
5675,"Executive Order 5675—Revocation of Withdrawal of Public Lands Pending Resurvey, Utah",1931-08-07,Herbert Hoover,https://www.presidency.ucsb.edu/documents/executive-order-5675-revocation-withdrawal-public-lands-pending-resurvey-utah,ok
5674,"Executive Order 5674—Revocation of Withdrawal of Public Lands Pending Resurvey, California",1931-08-07,Herbert Hoover,https://www.presidency.ucsb.edu/documents/executive-order-5674-revocation-withdrawal-public-lands-pending-resurvey-california,ok
5673,"Executive Order 5673—Tongass National Forest, Alaska",1931-08-04,Herbert Hoover,https://www.presidency.ucsb.edu/documents/executive-order-5673-tongass-national-forest-alaska,ok
5672,"Executive Order 5672—Public Water Reserve No. 143, Colorado and Wyoming",1931-08-03,Herbert Hoover,https://www.presidency.ucsb.edu/documents/executive-order-5672-public-water-reserve-no-143-colorado-and-wyoming,ok
5671,"Executive Order 5671—Withdrawal of Public Lands in Aid of Legislation, Wisconsin, Minnesota, North Dakota, Montana, Wyoming, Idaho, Washington, and Oregon",1931-07-29,Herbert Hoover,https://www.presidency.ucsb.edu/documents/executive-order-5671-withdrawal-public-lands-aid-legislation-wisconsin-minnesota-north,ok
5670,"Executive Order 5670—Transfer of Certain Land from Military Reservation to Siuslaw National Forest, Oregon",1931-07-22,Herbert Hoover,https://www.presidency.ucsb.edu/documents/executive-order-5670-transfer-certain-land-from-military-reservation-siuslaw-national,ok
5669,"Executive Order 5669—Public Water Restoration No. 70, Montana and Utah",1931-07-14,Herbert Hoover,https://www.presidency.ucsb.edu/documents/executive-order-5669-public-water-restoration-no-70-montana-and-utah,ok
5668,"Executive Order 5668—Withdrawal of Public Land for Target Range, Wyoming",1931-07-06,Herbert Hoover,https://www.presidency.ucsb.edu/documents/executive-order-5668-withdrawal-public-land-for-target-range-wyoming,ok
5667,"Executive Order 5667—Withdrawal of Public Lands for Resurvey, Oregon",1931-07-06,Herbert Hoover,https://www.presidency.ucsb.edu/documents/executive-order-5667-withdrawal-public-lands-for-resurvey-oregon,ok
5666,Executive Order 5666—Permitting Persons Holding Certain Positions to Receive Appointments Under the Department of Commerce,1931-07-03,Herbert Hoover,https://www.presidency.ucsb.edu/documents/executive-order-5666-permitting-persons-holding-certain-positions-receive-appointments,ok
5665,Executive Order 5665—Authorizing the Appointment of A. D. Forsythe,1931-07-02,Herbert Hoover,https://www.presidency.ucsb.edu/documents/executive-order-5665-authorizing-the-appointment-d-forsythe,ok
5664,"Executive Order 5664—Withdrawal of Public Lands for Use as Naval Ammunition Depot, Nevada",1931-07-02,Herbert Hoover,https://www.presidency.ucsb.edu/documents/executive-order-5664-withdrawal-public-lands-for-use-naval-ammunition-depot-nevada,ok
5663,Executive Order 5663—Designating Horace Paul Bestor as Farm Loan Commissioner,1931-07-01,Herbert Hoover,https://www.presidency.ucsb.edu/documents/executive-order-5663-designating-horace-paul-bestor-farm-loan-commissioner,ok
5662,"Executive Order 5662—Exception from Examination of Cooperative Employees Enforcing the Plant Quarantine Act, Department of Agriculture",1931-07-01,Herbert Hoover,https://www.presidency.ucsb.edu/documents/executive-order-5662-exception-from-examination-cooperative-employees-enforcing-the-plant,ok
5661,Executive Order 5661—Amendments to the Consular Regulations,1931-07-01,Herbert Hoover,https://www.presidency.ucsb.edu/documents/executive-order-5661-amendments-the-consular-regulations,ok
5660,"Executive Order 5660—Transferring Control and Administration of Certain Land to the Secretary of the Interior, Nevada",1931-06-26,Herbert Hoover,https://www.presidency.ucsb.edu/documents/executive-order-5660-transferring-control-and-administration-certain-land-the-secretary,ok
5659,Executive Order 5659—Authorizing the Appointment of Mrs. Florence R. Hopkins,1931-06-25,Herbert Hoover,https://www.presidency.ucsb.edu/documents/executive-order-5659-authorizing-the-appointment-mrs-florence-r-hopkins,ok
5658,"Executive Order 5658—Form, Style, and Safeguarding of Executive Orders and Proclamations",1931-06-24,Herbert Hoover,https://www.presidency.ucsb.edu/documents/executive-order-5658-form-style-and-safeguarding-executive-orders-and-proclamations,ok
5657,Executive Order 5657—Amending Schedule A of the Civil-Service Rules,1931-06-24,Herbert Hoover,https://www.presidency.ucsb.edu/documents/executive-order-5657-amending-schedule-the-civil-service-rules,ok
5656,"Executive Order 5656—Withdrawal of Public Lands for Resurvey, Wyoming",1931-06-22,Herbert Hoover,https://www.presidency.ucsb.edu/documents/executive-order-5656-withdrawal-public-lands-for-resurvey-wyoming,ok
5655,"Executive Order 5655—Public Water Restoration No. 69, Arizona",1931-06-22,Herbert Hoover,https://www.presidency.ucsb.edu/documents/executive-order-5655-public-water-restoration-no-69-arizona,ok
5654,"Executive Order 5654—Duck Creek Administrative-Site Addition, Montana",1931-06-20,Herbert Hoover,https://www.presidency.ucsb.edu/documents/executive-order-5654-duck-creek-administrative-site-addition-montana,ok
5653,"Executive Order 5653—Power-Site Restoration No. 462, Colorado",1931-06-20,Herbert Hoover,https://www.presidency.ucsb.edu/documents/executive-order-5653-power-site-restoration-no-462-colorado,ok
5650,"Executive Order 5650—Public Water Reserve No. 142, Oregon",1931-06-18,Herbert Hoover,https://www.presidency.ucsb.edu/documents/executive-order-5650-public-water-reserve-no-142-oregon,ok
5652,"Executive Order 5652—Withdrawal of Public Lands for Resurvey, Colorado",1931-06-18,Herbert Hoover,https://www.presidency.ucsb.edu/documents/executive-order-5652-withdrawal-public-lands-for-resurvey-colorado,ok
5651,"Executive Order 5651—Partial Revocation of Withdrawal of Public Lands, Minnesota",1931-06-18,Herbert Hoover,https://www.presidency.ucsb.edu/documents/executive-order-5651-partial-revocation-withdrawal-public-lands-minnesota,ok
5649,Executive Order 5649—Authorizing the Appointment of Mrs. Helen Terrill Mays,1931-06-12,Herbert Hoover,https://www.presidency.ucsb.edu/documents/executive-order-5649-authorizing-the-appointment-mrs-helen-terrill-mays,ok
5648,Executive Order 5648—Regulations Governing Accounts and Returns in the Foreign Service,1931-06-11,Herbert Hoover,https://www.presidency.ucsb.edu/documents/executive-order-5648-regulations-governing-accounts-and-returns-the-foreign-service,ok
5647,Executive Order 5647—Inspection of Income-Tax Returns,1931-06-09,Herbert Hoover,https://www.presidency.ucsb.edu/documents/executive-order-5647-inspection-income-tax-returns,ok
5646,"Executive Order 5646—Transfer of Lands from the Selway to the Bitterroot National Forest, Idaho",1931-06-09,Herbert Hoover,https://www.presidency.ucsb.edu/documents/executive-order-5646-transfer-lands-from-the-selway-the-bitterroot-national-forest-idaho,ok
5643,Executive Order 5643—Regulations Governing Representation and Post Allowances in the Foreign Service,1931-06-08,Herbert Hoover,https://www.presidency.ucsb.edu/documents/executive-order-5643-regulations-governing-representation-and-post-allowances-the-foreign,ok
5645,Executive Order 5645—Vesting Certain Power and Authority in the Alien Property Custodian,1931-06-08,Herbert Hoover,https://www.presidency.ucsb.edu/documents/executive-order-5645-vesting-certain-power-and-authority-the-alien-property-custodian,ok
5638,Executive Order 5638-A—Assignment of Frequencies to Government Radio Stations,1931-06-08,Herbert Hoover,https://www.presidency.ucsb.edu/documents/executive-order-5638-assignment-frequencies-government-radio-stations-0,ok
5638,Executive Order 5638—Assignment of Frequencies to Government Radio Stations,1931-06-08,Herbert Hoover,https://www.presidency.ucsb.edu/documents/executive-order-5638-assignment-frequencies-government-radio-stations,ok
5639,"Executive Order 5639—Transfer of Land for Aviation Field, Wyoming",1931-06-08,Herbert Hoover,https://www.presidency.ucsb.edu/documents/executive-order-5639-transfer-land-for-aviation-field-wyoming,ok
5640,"Executive Order 5640—Withdrawal of Public Lands for Resurvey, California",1931-06-08,Herbert Hoover,https://www.presidency.ucsb.edu/documents/executive-order-5640-withdrawal-public-lands-for-resurvey-california,ok
5641,"Executive Order 5641—Restoration of Certain Lands from Salmon Hatchery Reservation, Alaska",1931-06-08,Herbert Hoover,https://www.presidency.ucsb.edu/documents/executive-order-5641-restoration-certain-lands-from-salmon-hatchery-reservation-alaska,ok
5642,Executive Order 5642—Administration of the Foreign Service,1931-06-08,Herbert Hoover,https://www.presidency.ucsb.edu/documents/executive-order-5642-administration-the-foreign-service,ok
5644,Executive Order 5644—Designation of Unhealthful Posts in the Foreign Service,1931-06-08,Herbert Hoover,https://www.presidency.ucsb.edu/documents/executive-order-5644-designation-unhealthful-posts-the-foreign-service,ok
5637,Executive Order 5637—Restoring to the Territory of Hawaii a Part of the Keaahala Military Reservation,1931-06-04,Herbert Hoover,https://www.presidency.ucsb.edu/documents/executive-order-5637-restoring-the-territory-hawaii-part-the-keaahala-military-reservation,ok
5636,"Executive Order 5636—Classification of Attorney Positions in the Veterans' Administration by Revocation of Paragraph 1 of Section IX, Schedule B, Civil-Service Rules",1931-06-03,Herbert Hoover,https://www.presidency.ucsb.edu/documents/executive-order-5636-classification-attorney-positions-the-veterans-administration,ok
5635,Executive Order 5635—Authorizing the Appointment of Arthur B. Landt,1931-06-02,Herbert Hoover,https://www.presidency.ucsb.edu/documents/executive-order-5635-authorizing-the-appointment-arthur-b-landt,ok
5634,"Executive Order 5634—Transfer of Lands from the Mount Baker to the Snoqualmie National Forest, Washington",1931-06-01,Herbert Hoover,https://www.presidency.ucsb.edu/documents/executive-order-5634-transfer-lands-from-the-mount-baker-the-snoqualmie-national-forest,ok
5633,"Executive Order 5633—Withdrawal of Public Lands for Resurvey, California",1931-05-28,Herbert Hoover,https://www.presidency.ucsb.edu/documents/executive-order-5633-withdrawal-public-lands-for-resurvey-california,ok
5632,"Executive Order 5632—Revocation of Withdrawal of Public Lands for Classification, North Dakota",1931-05-27,Herbert Hoover,https://www.presidency.ucsb.edu/documents/executive-order-5632-revocation-withdrawal-public-lands-for-classification-north-dakota,ok
5631,"Executive Order 5631—Withdrawal of Public Lands for Municipal Water Supply, California",1931-05-26,Herbert Hoover,https://www.presidency.ucsb.edu/documents/executive-order-5631-withdrawal-public-lands-for-municipal-water-supply-california,ok
5630,"Executive Order 5630—Transferring Control and Administration of Public Lands to the Secretary of the Interior and Reserving a Part for Lighthouse Purposes, Washington",1931-05-25,Herbert Hoover,https://www.presidency.ucsb.edu/documents/executive-order-5630-transferring-control-and-administration-public-lands-the-secretary,ok
5629,"Executive Order 5629—Public Water Reserve No. 141, Montana",1931-05-21,Herbert Hoover,https://www.presidency.ucsb.edu/documents/executive-order-5629-public-water-reserve-no-141-montana,ok
5628,Executive Order 5628—Authorizing the Appointment of Mrs. Amy Cowing,1931-05-20,Herbert Hoover,https://www.presidency.ucsb.edu/documents/executive-order-5628-authorizing-the-appointment-mrs-amy-cowing,ok
5627,"Executive Order 5627—Participation in the Government of Arlington County, Virginia, by Federal Employees Permanently Residing Therein",1931-05-20,Herbert Hoover,https://www.presidency.ucsb.edu/documents/executive-order-5627-participation-the-government-arlington-county-virginia-federal,ok
5625,"Executive Order 5625—Saturday Working Hours, Field Service, Department of the Interior",1931-05-18,Herbert Hoover,https://www.presidency.ucsb.edu/documents/executive-order-5625-saturday-working-hours-field-service-department-the-interior,ok
5626,Executive Order 5626—Extension of Trust Period on Allotments of Kickapoo Indians of Kansas,1931-05-18,Herbert Hoover,https://www.presidency.ucsb.edu/documents/executive-order-5626-extension-trust-period-allotments-kickapoo-indians-kansas,ok
5624,Executive Order 5624—Regulations Governing the Occupation and Maintenance of Certain Foreign Service Quarters,1931-05-15,Herbert Hoover,https://www.presidency.ucsb.edu/documents/executive-order-5624-regulations-governing-the-occupation-and-maintenance-certain-foreign,ok
5622,Executive Order 5622—Classification of Federal Employees in the Philippines,1931-05-15,Herbert Hoover,https://www.presidency.ucsb.edu/documents/executive-order-5622-classification-federal-employees-the-philippines,ok
5623,"Executive Order 5623—Withdrawal of Public Lands for Resurvey, California",1931-05-15,Herbert Hoover,https://www.presidency.ucsb.edu/documents/executive-order-5623-withdrawal-public-lands-for-resurvey-california,ok
5621,Executive Order 5621—Amendment of Article X of Consular Regulations,1931-05-13,Herbert Hoover,https://www.presidency.ucsb.edu/documents/executive-order-5621-amendment-article-x-consular-regulations,ok
5620,Executive Order 5620—Authorizing the Appointment of Mrs. Dorothy I. Sinnott,1931-05-13,Herbert Hoover,https://www.presidency.ucsb.edu/documents/executive-order-5620-authorizing-the-appointment-mrs-dorothy-i-sinnott,ok
5619,"Executive Order 5619—Deerlodge National Forest, Montana",1931-05-11,Herbert Hoover,https://www.presidency.ucsb.edu/documents/executive-order-5619-deerlodge-national-forest-montana,ok
5618,"Executive Order 5618—Exclusion of Public Lands from the Crook National Forest, Arizona for Town-Site Purposes",1931-05-11,Herbert Hoover,https://www.presidency.ucsb.edu/documents/executive-order-5618-exclusion-public-lands-from-the-crook-national-forest-arizona-for,ok
5617,Executive Order 5617—Authorizing the Appointment of Mrs. Elsie K. Demshock,1931-05-04,Herbert Hoover,https://www.presidency.ucsb.edu/documents/executive-order-5617-authorizing-the-appointment-mrs-elsie-k-demshock,ok
5616,"Executive Order 5616—Transfer of Lands Between the Pend Oreille and Kootenai National Forests, Idaho-Montana",1931-05-02,Herbert Hoover,https://www.presidency.ucsb.edu/documents/executive-order-5616-transfer-lands-between-the-pend-oreille-and-kootenai-national-forests,ok
5615,"Executive Order 5615—Transfer of Lands from the St. Joe to the Clearwater National Forest, Idaho",1931-05-01,Herbert Hoover,https://www.presidency.ucsb.edu/documents/executive-order-5615-transfer-lands-from-the-st-joe-the-clearwater-national-forest-idaho,ok
5614,Executive Order 5614—Reporting of Expenditures for Use in the Budget,1931-05-01,Herbert Hoover,https://www.presidency.ucsb.edu/documents/executive-order-5614-reporting-expenditures-for-use-the-budget,ok
5613,"Executive Order 5613—Withdrawal of Lands for Addition to Bishops Point Military Reservation, Territory of Hawaii",1931-04-28,Herbert Hoover,https://www.presidency.ucsb.edu/documents/executive-order-5613-withdrawal-lands-for-addition-bishops-point-military-reservation,ok
5612,Executive Order 5612—Establishing a Council of Personnel Administration,1931-04-25,Herbert Hoover,https://www.presidency.ucsb.edu/documents/executive-order-5612-establishing-council-personnel-administration,ok
5610,Executive Order 5610—Amendment of the Civil-Service Rules Relating to Veterans' Preference,1931-04-24,Herbert Hoover,https://www.presidency.ucsb.edu/documents/executive-order-5610-amendment-the-civil-service-rules-relating-veterans-preference,ok
5611,"Executive Order 5611—Withdrawal of Public Lands for Use in Connection with San Carlos Indian Irrigation Project, Arizona",1931-04-24,Herbert Hoover,https://www.presidency.ucsb.edu/documents/executive-order-5611-withdrawal-public-lands-for-use-connection-with-san-carlos-indian,ok
5609,"Executive Order 5609—Civil-Service Status for Former Employees of the National Home for Disabled Volunteer Soldiers, Now Employees of the Veterans' Administration",1931-04-23,Herbert Hoover,https://www.presidency.ucsb.edu/documents/executive-order-5609-civil-service-status-for-former-employees-the-national-home-for,ok
5607,Executive Order 5607—Correction in Description of Land Restored to the Territory of Hawaii,1931-04-22,Herbert Hoover,https://www.presidency.ucsb.edu/documents/executive-order-5607-correction-description-land-restored-the-territory-hawaii,ok
5608,"Executive Order 5608—Designation of Sasabe, Arizona, as a Customs Port of Entry",1931-04-22,Herbert Hoover,https://www.presidency.ucsb.edu/documents/executive-order-5608-designation-sasabe-arizona-customs-port-entry,ok
5606,Executive Order 5606—Establishing the Fallon Wild-Life Refuge,1931-04-22,Herbert Hoover,https://www.presidency.ucsb.edu/documents/executive-order-5606-establishing-the-fallon-wild-life-refuge,ok
5605,Executive Order 5605—Actual Expenses and Per Diem Allowances for Civilian Officers and Employees While Traveling,1931-04-21,Herbert Hoover,https://www.presidency.ucsb.edu/documents/executive-order-5605-actual-expenses-and-per-diem-allowances-for-civilian-officers-and,ok
5605,Executive Order 5605-A—Radio Frequencies,1931-04-21,Herbert Hoover,https://www.presidency.ucsb.edu/documents/executive-order-5605-radio-frequencies,ok
5604,Executive Order 5604—Authorizing the Appointment of Mrs. Cecil Alexander,1931-04-20,Herbert Hoover,https://www.presidency.ucsb.edu/documents/executive-order-5604-authorizing-the-appointment-mrs-cecil-alexander,ok
5602,Executive Order 5602—Placing Certain Government Property in the Virgin Islands Under the Control and Jurisdiction of the Department of the Interior,1931-04-20,Herbert Hoover,https://www.presidency.ucsb.edu/documents/executive-order-5602-placing-certain-government-property-the-virgin-islands-under-the,ok
5603,"Executive Order 5603—Withdrawal of Public Lands for Resurvey, Wyoming",1931-04-20,Herbert Hoover,https://www.presidency.ucsb.edu/documents/executive-order-5603-withdrawal-public-lands-for-resurvey-wyoming,ok
5601,"Executive Order 5601—Withdrawal of Public Lands for Classification, Oregon",1931-04-16,Herbert Hoover,https://www.presidency.ucsb.edu/documents/executive-order-5601-withdrawal-public-lands-for-classification-oregon,ok
5600,"Executive Order 5600—Withdrawal of Public Lands to Form Agricultural Field Station, Oregon",1931-04-16,Herbert Hoover,https://www.presidency.ucsb.edu/documents/executive-order-5600-withdrawal-public-lands-form-agricultural-field-station-oregon,ok
5599,Executive Order 5599—Inclusion of Captain Washington C. McCoy in the Classified Service,1931-04-13,Herbert Hoover,https://www.presidency.ucsb.edu/documents/executive-order-5599-inclusion-captain-washington-c-mccoy-the-classified-service,ok
5598,"Executive Order 5598—Coal Land Restoration, New Mexico No. 48",1931-04-10,Herbert Hoover,https://www.presidency.ucsb.edu/documents/executive-order-5598-coal-land-restoration-new-mexico-no-48,ok
5595,"Executive Order 5595—Death of Nicholas Longworth, Speaker of the House of Representatives",1931-04-09,Herbert Hoover,https://www.presidency.ucsb.edu/documents/executive-order-5595-death-nicholas-longworth-speaker-the-house-representatives,ok
5596,"Executive Order 5596—Withdrawal of Public Lands for Resurvey, Nevada",1931-04-09,Herbert Hoover,https://www.presidency.ucsb.edu/documents/executive-order-5596-withdrawal-public-lands-for-resurvey-nevada,ok
5597,"Executive Order 5597—Public Water Restoration No. 68, New Mexico",1931-04-09,Herbert Hoover,https://www.presidency.ucsb.edu/documents/executive-order-5597-public-water-restoration-no-68-new-mexico,ok
5594,"Executive Order 5594—Public Water Reserve No. 138, Nevada and Wyoming",1931-04-06,Herbert Hoover,https://www.presidency.ucsb.edu/documents/executive-order-5594-public-water-reserve-no-138-nevada-and-wyoming,ok
5593,"Executive Order 5593—Public Water Reserve No. 139, Colorado",1931-04-04,Herbert Hoover,https://www.presidency.ucsb.edu/documents/executive-order-5593-public-water-reserve-no-139-colorado,ok
5592,"Executive Order 5592—Transfer of Control and Administration of Lands to the War Department for Military Purposes, Wyoming",1931-04-03,Herbert Hoover,https://www.presidency.ucsb.edu/documents/executive-order-5592-transfer-control-and-administration-lands-the-war-department-for,ok
5590,"Executive Order 5590—Petroleum Restoration No. 60, Montana",1931-04-01,Herbert Hoover,https://www.presidency.ucsb.edu/documents/executive-order-5590-petroleum-restoration-no-60-montana,ok
5589,"Executive Order 5589—Withdrawal of Public Lands for Town-Site Purposes, Idaho",1931-04-01,Herbert Hoover,https://www.presidency.ucsb.edu/documents/executive-order-5589-withdrawal-public-lands-for-town-site-purposes-idaho,ok
5591,Executive Order 5591—Authorizing the Appointment of Mrs. Grace McMahan Tyndall,1931-04-01,Herbert Hoover,https://www.presidency.ucsb.edu/documents/executive-order-5591-authorizing-the-appointment-mrs-grace-mcmahan-tyndall,ok
5588,"Executive Order 5588—Amendment of Schedule A of the Civil Service Rules in Relation to Appointment of Private Secretaries without Examination Under Rule II, Section 3",1931-03-31,Herbert Hoover,https://www.presidency.ucsb.edu/documents/executive-order-5588-amendment-schedule-the-civil-service-rules-relation-appointment,ok
5587,"Executive Order 5587—Revocation of Withdrawal of Public Land Pending Resurvey, Colorado",1931-03-30,Herbert Hoover,https://www.presidency.ucsb.edu/documents/executive-order-5587-revocation-withdrawal-public-land-pending-resurvey-colorado,ok
5586,"Executive Order 5586—Withdrawal of Public Lands for Classification, North Dakota",1931-03-30,Herbert Hoover,https://www.presidency.ucsb.edu/documents/executive-order-5586-withdrawal-public-lands-for-classification-north-dakota,ok
5585,"Executive Order 5585—Withdrawal of Public Lands for Resurvey, California",1931-03-30,Herbert Hoover,https://www.presidency.ucsb.edu/documents/executive-order-5585-withdrawal-public-lands-for-resurvey-california,ok
5584,"Executive Order 5584—Amendment of Schedule A, Section VIII, Paragraph 5(d), of the Civil Service Rules, to Except Part-Time Dentists in the Indian Service",1931-03-30,Herbert Hoover,https://www.presidency.ucsb.edu/documents/executive-order-5584-amendment-schedule-section-viii-paragraph-5d-the-civil-service-rules,ok
5583,Executive Order 5583—Rental and Subsistence Allowances of Officers,1931-03-30,Herbert Hoover,https://www.presidency.ucsb.edu/documents/executive-order-5583-rental-and-subsistence-allowances-officers,ok
5582,"Executive Order 5582—Withdrawal of Coal Lands, Alaska",1931-03-18,Herbert Hoover,https://www.presidency.ucsb.edu/documents/executive-order-5582-withdrawal-coal-lands-alaska,ok
5581,"Executive Order 5581—Withdrawal of Public Land for Classification, California",1931-03-17,Herbert Hoover,https://www.presidency.ucsb.edu/documents/executive-order-5581-withdrawal-public-land-for-classification-california,ok
5580,"Executive Order 5580—Extension of Trust Period on Lands of Agua Caliente Band of Indians, California",1931-03-16,Herbert Hoover,https://www.presidency.ucsb.edu/documents/executive-order-5580-extension-trust-period-lands-agua-caliente-band-indians-california,ok
5579,"Executive Order 5579—Establishing the Crescent Lake Wild Life Refuge, Nebraska",1931-03-16,Herbert Hoover,https://www.presidency.ucsb.edu/documents/executive-order-5579-establishing-the-crescent-lake-wild-life-refuge-nebraska,ok
5578,"Executive Order 5578—Change of Designation of the Port of San Francisco, California, and Extension of Limits of Said Port",1931-03-13,Herbert Hoover,https://www.presidency.ucsb.edu/documents/executive-order-5578-change-designation-the-port-san-francisco-california-and-extension,ok
5576,"Executive Order 5576—Revocation of Withdrawal of Public Land for Resurvey, New Mexico",1931-03-13,Herbert Hoover,https://www.presidency.ucsb.edu/documents/executive-order-5576-revocation-withdrawal-public-land-for-resurvey-new-mexico,ok
5577,"Executive Order 5577—Oakland, California, Abolished as a Customs Port of Entry",1931-03-13,Herbert Hoover,https://www.presidency.ucsb.edu/documents/executive-order-5577-oakland-california-abolished-customs-port-entry,ok
5575,Executive Order 5575—Extension of Trust Period on Allotments of Fond du Lac Indians of Minnesota,1931-03-12,Herbert Hoover,https://www.presidency.ucsb.edu/documents/executive-order-5575-extension-trust-period-allotments-fond-du-lac-indians-minnesota,ok
5574,"Executive Order 5574—Chugach National Forest, Alaska",1931-03-11,Herbert Hoover,https://www.presidency.ucsb.edu/documents/executive-order-5574-chugach-national-forest-alaska,ok
5572,"Executive Order 5572—Modification of Withdrawal of Public Lands for Classification, Idaho",1931-03-07,Herbert Hoover,https://www.presidency.ucsb.edu/documents/executive-order-5572-modification-withdrawal-public-lands-for-classification-idaho,ok
5573,"Executive Order 5573—Withdrawal of Public Lands for Classification, Utah",1931-03-07,Herbert Hoover,https://www.presidency.ucsb.edu/documents/executive-order-5573-withdrawal-public-lands-for-classification-utah,ok
5571,"Executive Order 5571—Withdrawal of Public Lands for Resurvey, Arizona",1931-03-05,Herbert Hoover,https://www.presidency.ucsb.edu/documents/executive-order-5571-withdrawal-public-lands-for-resurvey-arizona,ok
5570,Executive Order 5570—Reinstatement of Probationer in Any Part of the Service,1931-03-03,Herbert Hoover,https://www.presidency.ucsb.edu/documents/executive-order-5570-reinstatement-probationer-any-part-the-service,ok
5569,"Executive Order 5569—Revocation of Withdrawal of Public Lands for Survey, Florida",1931-03-03,Herbert Hoover,https://www.presidency.ucsb.edu/documents/executive-order-5569-revocation-withdrawal-public-lands-for-survey-florida,ok
5568,"Executive Order 5568—Chugach National Forest, Alaska",1931-03-03,Herbert Hoover,https://www.presidency.ucsb.edu/documents/executive-order-5568-chugach-national-forest-alaska,ok
5567,"Executive Order 5567—Power-Site Restoration No. 461, Montana",1931-02-28,Herbert Hoover,https://www.presidency.ucsb.edu/documents/executive-order-5567-power-site-restoration-no-461-montana,ok
5566,Executive Order 5566—Placing the Government of the Virgin Islands Under the Supervision of the Department of the Interior,1931-02-27,Herbert Hoover,https://www.presidency.ucsb.edu/documents/executive-order-5566-placing-the-government-the-virgin-islands-under-the-supervision-the,ok
5564,"Executive Order 5564—Power-Site Restoration No. 460, Oregon",1931-02-25,Herbert Hoover,https://www.presidency.ucsb.edu/documents/executive-order-5564-power-site-restoration-no-460-oregon,ok
5565,Executive Order 5565—Amending Regulations for Appointments to the Foreign Service,1931-02-25,Herbert Hoover,https://www.presidency.ucsb.edu/documents/executive-order-5565-amending-regulations-for-appointments-the-foreign-service,ok
5563,Executive Order 5563—Authorizing the Appointment of Mrs. Margaret Kane,1931-02-23,Herbert Hoover,https://www.presidency.ucsb.edu/documents/executive-order-5563-authorizing-the-appointment-mrs-margaret-kane,ok
5562,"Executive Order 5562—Withdrawal of Additional Public Lands for Lighthouse Purposes, Mississippi",1931-02-20,Herbert Hoover,https://www.presidency.ucsb.edu/documents/executive-order-5562-withdrawal-additional-public-lands-for-lighthouse-purposes,ok
5561,Executive Order 5561—Restoration of United States Agricultural Experiment Station Lands in the Territory of Hawaii,1931-02-18,Herbert Hoover,https://www.presidency.ucsb.edu/documents/executive-order-5561-restoration-united-states-agricultural-experiment-station-lands-the,ok
5559,"Executive Order 5559—Withdrawal of Public Lands in Aid of Legislation, Colorado",1931-02-16,Herbert Hoover,https://www.presidency.ucsb.edu/documents/executive-order-5559-withdrawal-public-lands-aid-legislation-colorado,ok
5558,"Executive Order 5558—Withdrawal of Public Lands for Resurvey, New Mexico",1931-02-16,Herbert Hoover,https://www.presidency.ucsb.edu/documents/executive-order-5558-withdrawal-public-lands-for-resurvey-new-mexico,ok
5560,"Executive Order 5560—Amendment of Schedule A, Positions Excepted from Examination Under the Civil Service Rules",1931-02-16,Herbert Hoover,https://www.presidency.ucsb.edu/documents/executive-order-5560-amendment-schedule-positions-excepted-from-examination-under-the,ok
5557,"Executive Order 5557—Extension of Trust Period on Allotments of Indians on the Pine Ridge Reservation, South Dakota",1931-02-13,Herbert Hoover,https://www.presidency.ucsb.edu/documents/executive-order-5557-extension-trust-period-allotments-indians-the-pine-ridge-reservation,ok
5556,Executive Order 5556—Extension of Trust Period on Allotments of Potawatomi Indians of Kansas,1931-02-11,Herbert Hoover,https://www.presidency.ucsb.edu/documents/executive-order-5556-extension-trust-period-allotments-potawatomi-indians-kansas,ok
5555,"Executive Order 5555—Withdrawal of Public Lands for Resurvey, New Mexico",1931-02-11,Herbert Hoover,https://www.presidency.ucsb.edu/documents/executive-order-5555-withdrawal-public-lands-for-resurvey-new-mexico,ok
5552,"Executive Order 5552—Revocation of Withdrawal of Public Lands Containing Oil Shale, Utah",1931-02-09,Herbert Hoover,https://www.presidency.ucsb.edu/documents/executive-order-5552-revocation-withdrawal-public-lands-containing-oil-shale-utah,ok
5553,Executive Order 5553—Authorizing the Appointment of Mrs. Nixon S. Plummer,1931-02-09,Herbert Hoover,https://www.presidency.ucsb.edu/documents/executive-order-5553-authorizing-the-appointment-mrs-nixon-s-plummer,ok
5554,Executive Order 5554—Authorizing the Appointment of Mrs. Helen R. Witt,1931-02-09,Herbert Hoover,https://www.presidency.ucsb.edu/documents/executive-order-5554-authorizing-the-appointment-mrs-helen-r-witt,ok
5551,"Executive Order 5551—Withdrawal of Public Lands for Resurvey, New Mexico",1931-02-07,Herbert Hoover,https://www.presidency.ucsb.edu/documents/executive-order-5551-withdrawal-public-lands-for-resurvey-new-mexico,ok
5550,"Executive Order 5550—Withdrawal of Public Lands for Classification, California",1931-02-06,Herbert Hoover,https://www.presidency.ucsb.edu/documents/executive-order-5550-withdrawal-public-lands-for-classification-california,ok
